artist,song,Type,Release Year,listener-Gender,listener-Age,likedSong
Alan Parsons Project,The Cask Of Amontillado,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Eagle Will Rise Again,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Fall Of The House Of Usher - I Prelude,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Raven,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Real World,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Ring,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Same Old Sun,Jazz,2021,M,20's,Yes
Alan Parsons Project,(The System Of) Doctor Tarr And Professor Fether,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Tell-Tale Heart,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Turn Of A Friendly Card,Jazz,2021,M,20's,Yes
Alan Parsons Project,The Turn Of A Friendly Card (Part 1),Jazz,2021,M,20's,Yes
Alan Parsons Project,The Turn Of A Friendly Card (Part One),Jazz,2021,M,20's,Yes
Alan Parsons Project,The Voice,Jazz,2021,M,20's,Yes
Alan Parsons Project,There But For The Grace Of God,Jazz,2021,M,20's,Yes
Alan Parsons Project,Time,Jazz,2021,M,20's,Yes
Alan Parsons Project,We Play The Game,Jazz,2021,M,20's,Yes
Aled Jones,Make Me A Channel Of Your Peace,Jazz,2021,M,20's,Yes
Aled Jones,Walking In The Air,Jazz,2021,M,20's,Yes
Alice Cooper,Apple Bush,Jazz,2021,M,20's,Yes
Alice Cooper,Ballad Of Dwight Fry,Jazz,2021,M,30's,Yes
Alice Cooper,Be My Lover,Jazz,2021,M,30's,Yes
Alice Cooper,Be With You Awhile,Jazz,2021,M,30's,Yes
Alice Cooper,Between High School And The Old School,Jazz,2021,M,30's,Yes
Alice Cooper,Blue Turk,Jazz,2021,M,30's,Yes
Alice Cooper,"Changing, Arranging",Jazz,2021,M,30's,Yes
Alice Cooper,Clones (We're All),Jazz,2021,M,30's,Yes
Alice Cooper,Crawlin',Jazz,2021,M,30's,Yes
Alice Cooper,Damned If You Do,Jazz,2021,M,30's,Yes
Alice Cooper,Dead Babies,Jazz,2021,M,30's,Yes
Alice Cooper,Department Of Youth,Jazz,2021,M,30's,Yes
Alice Cooper,Desperado,Jazz,2021,M,30's,Yes
Alice Cooper,Devil's Food,Jazz,2021,M,30's,Yes
Alice Cooper,Didn't We Meet,Jazz,2021,M,30's,Yes
Alice Cooper,Die For You,Jazz,2021,M,30's,Yes
Alice Cooper,Dirty Diamonds,Jazz,2021,M,30's,Yes
Alice Cooper,Disgraceland,Jazz,2021,M,30's,Yes
Alice Cooper,Enough's Enough,Country,2021,M,30's,Yes
Alice Cooper,For Britain Only,Country,2021,M,30's,Yes
Alice Cooper,Gail,Country,2021,M,30's,Yes
Alice Cooper,Give It Up,Country,2021,M,30's,Yes
Alice Cooper,Give The Radio Back,Country,2021,M,30's,Yes
Alice Cooper,Goin' To The River,Country,2021,M,30's,Yes
Alice Cooper,Headlines,Country,2021,M,30's,Yes
Alice Cooper,He's Back,Country,2021,M,30's,Yes
Alice Cooper,I Better Be Good,Country,2021,F,30's,Yes
Alice Cooper,I Just Wanna Be God,Country,2021,F,30's,Yes
Alice Cooper,I Like Girls,Country,2021,F,30's,Yes
Alice Cooper,I Love America,Country,2021,F,30's,Yes
Alice Cooper,I Miss You,Country,2021,F,30's,Yes
Alice Cooper,I Never Wrote Those Songs,Country,2021,F,30's,Yes
Alice Cooper,I'm Alive,Country,2021,F,30's,Yes
Alice Cooper,It's Much Too Late,Country,2021,F,30's,Yes
Alice Cooper,Killer,Country,2021,F,30's,Yes
Alice Cooper,Lace And Whiskey,Country,2021,F,30's,Yes
Alice Cooper,Love's A Loaded Gun,Ballads,2021,F,30's,Yes
Alice Cooper,Lullaby,Ballads,2021,F,30's,Yes
Alice Cooper,Millie And Billie,Ballads,2021,F,30's,Yes
Alice Cooper,Nuclear Infected,Ballads,2021,F,30's,Yes
Alice Cooper,Poison,Ballads,2021,F,30's,Yes
Alice Cooper,Refrigerator Heaven,Ballads,2021,F,30's,Yes
Alice Cooper,Remarkably Insincere,Ballads,2021,F,30's,Yes
Alice In Chains,Angry Chair,Ballads,2021,F,30's,Yes
Alice In Chains,Dam That River,Ballads,2021,F,30's,Yes
Alice In Chains,Fat Girls,Ballads,2021,F,30's,Yes
Alice In Chains,God Smack,Ballads,2021,F,30's,Yes
Alice In Chains,Grind,Ballads,2021,F,30's,Yes
Alice In Chains,Heaven N' Hell,Ballads,2021,F,30's,Yes
Alice In Chains,Love Song,Ballads,2021,F,30's,Yes
Alice In Chains,No Excuses,Ballads,2021,F,30's,Yes
Alice In Chains,Over The Edge,Ballads,2021,F,30's,Yes
Alice In Chains,Private Hell,Ballads,2021,F,30's,Yes
Alice In Chains,Put You Down,Ballads,2021,F,30's,Yes
Alice In Chains,Queen Of The Rodeo,Ballads,2021,F,30's,Yes
Alice In Chains,Real Thing,Ballads,2021,F,30's,Yes
Alice In Chains,Rooster,Ballads,2021,F,30's,Yes
Alice In Chains,Rotten Apple,Ballads,2021,F,30's,Yes
Alice In Chains,Sealed With A Kiss,Ballads,2021,F,30's,Yes
Alice In Chains,Shame In You,Ballads,2021,F,30's,Yes
Alice In Chains,Sickman,Ballads,2021,F,30's,Yes
Alice In Chains,Stay,Ballads,2021,F,30's,Yes
Alice In Chains,Sunshine,Ballads,2021,F,30's,Yes
Alice In Chains,Swing On This,Ballads,2021,F,30's,Yes
Alice In Chains,Whatcha Gonna Do,Ballads,2021,F,30's,Yes
Alison Krauss,But You Know I Love You,Ballads,2021,F,30's,Yes
Alison Krauss,Dimming Of The Day,Ballads,2021,F,30's,Yes
Alison Krauss,Dreaming My Dreams With You,Ballads,2021,F,30's,Yes
Alison Krauss,Faraway Land,Ballads,2021,F,30's,Yes
Alison Krauss,Foolish Heart,Ballads,2021,F,30's,Yes
Alison Krauss,Fortune Teller,Ballads,2021,F,30's,Yes
Alison Krauss,Gentle River,Ballads,2021,F,30's,Yes
Alison Krauss,Gravity,Ballads,2021,F,30's,Yes
Alison Krauss,Here Comes Goodbye,Ballads,2021,F,30's,Yes
Alison Krauss,I Can Let Go Now,Ballads,2021,F,30's,Yes
Alison Krauss,If I Give My Heart,Ballads,2021,F,30's,Yes
Alison Krauss,In The Palm Of Your Hand,Ballads,2021,F,30's,Yes
Alison Krauss,It Doesn't Matter,Ballads,2021,F,30's,Yes
Alison Krauss,It's Over,Ballads,2021,F,30's,Yes
Alison Krauss,Jesus Help Me To Stand,Ballads,2021,F,30's,Yes
Alison Krauss,Jubilee,Ballads,2021,F,30's,Yes
Alison Krauss,Killing The Blues,Ballads,2021,F,30's,Yes
Alison Krauss,Lay Down Beside Me,Ballads,2021,F,30's,Yes
Alison Krauss,Lay My Burden Down,Ballads,2021,F,30's,Yes
Alison Krauss,Lie Awake,Ballads,2021,F,30's,Yes
Alison Krauss,Lord Don't Forsake Me,Ballads,2021,F,30's,Yes
Alison Krauss,Lucky One,Ballads,2021,F,30's,Yes
Alison Krauss,Maybe,Ballads,2021,F,30's,Yes
Alison Krauss,On The Borderline,Ballads,2021,F,30's,Yes
Alison Krauss,Paper Airplane,Ballads,2021,F,30's,Yes
Alison Krauss,Pastures Of Plenty,Ballads,2021,F,30's,Yes
Alison Krauss,Shield Of Faith,Ballads,2021,F,30's,Yes
Alison Krauss,Shimmy Down The Chimney (Fill Up My Stocking),Ballads,2021,F,30's,Yes
Alison Krauss,That Kind Of Love,Ballads,2021,F,30's,Yes
Alison Krauss,What'll I Do,Ballads,2021,F,30's,Yes
Alison Krauss,When God Dips His Pen Of Love In My Heart,Ballads,2021,F,30's,Yes
Alison Krauss,Who Can Blame You,Ballads,2021,F,30's,Yes
Alison Krauss,Will You Be Leaving,Romantic,2021,F,30's,Yes
Alison Krauss,Your Long Journey,Romantic,2021,F,30's,Yes
Allman Brothers Band,Ain't No Good To Cry,Romantic,2021,F,30's,Yes
Allman Brothers Band,Bad Rain,Romantic,2021,F,30's,Yes
Allman Brothers Band,Been Gone Too Long,Romantic,2021,F,30's,Yes
Allman Brothers Band,Brothers Of The Road,Romantic,2021,F,30's,Yes
Allman Brothers Band,Demons,Romantic,2021,F,30's,Yes
Allman Brothers Band,Every Hungry Woman,Romantic,2021,F,30's,Yes
Allman Brothers Band,Good Time Feelin,Romantic,2021,F,30's,Yes
Allman Brothers Band,Leavin',Romantic,2021,F,30's,Yes
Allman Brothers Band,Let Me Ride,Romantic,2021,F,30's,Yes
Allman Brothers Band,Mean Old World,Romantic,2021,F,30's,Yes
Allman Brothers Band,Mean Woman Blues,Romantic,2021,F,30's,Yes
Allman Brothers Band,Midnight Blues,Romantic,2021,F,30's,Yes
Allman Brothers Band,Morning Dew,Romantic,2021,F,30's,Yes
Allman Brothers Band,Mystery Woman,Romantic,2021,F,30's,Yes
Allman Brothers Band,Nancy,Romantic,2021,F,30's,Yes
Allman Brothers Band,Need Your Love So Bad,Romantic,2021,F,30's,Yes
Allman Brothers Band,Never Knew How Much,Romantic,2021,F,30's,Yes
Allman Brothers Band,No Money Down,Romantic,2021,F,30's,Yes
Allman Brothers Band,Old Friend,Romantic,2021,F,30's,Yes
Allman Brothers Band,Sail Away,Romantic,2021,F,30's,Yes
Allman Brothers Band,Sailin' 'cross The Devil's Sea,Romantic,2021,F,30's,Yes
Allman Brothers Band,Shine It On,Romantic,2021,F,30's,Yes
Allman Brothers Band,Straight From The Heart,Romantic,2021,F,30's,Yes
Allman Brothers Band,The Heat Is On,Romantic,2021,F,30's,Yes
Allman Brothers Band,The Weight,Romantic,2021,F,30's,Yes
Allman Brothers Band,Things You Used To Do,Romantic,2021,F,30's,Yes
Allman Brothers Band,Two Rights,Romantic,2021,F,30's,Yes
Allman Brothers Band,Woman Across The River,Romantic,2021,F,30's,Yes
Allman Brothers Band,You Don't Love Me,Romantic,2021,F,30's,Yes
Alphaville,Afternoons In Utopia,Romantic,2021,F,30's,Yes
Alphaville,Ain't It Strange,Romantic,2021,F,30's,Yes
Alphaville,Apollo,Romantic,2021,F,30's,Yes
Alphaville,Ariana,Romantic,2021,F,30's,Yes
Alphaville,Ascension Day,Romantic,2021,F,30's,Yes
Alphaville,Carol Masters,Romantic,2021,F,30's,Yes
Alphaville,Five Years,Romantic,2021,F,30's,Yes
Alphaville,For The Sake Of Love,Romantic,2021,F,30's,Yes
Alphaville,Forever Young,Romantic,2021,F,30's,Yes
Alphaville,Giants,Romantic,2021,F,30's,Yes
Alphaville,Girl From Pachacamac,Romantic,2021,F,30's,Yes
Alphaville,Golden Feeling,Romantic,2021,F,30's,Yes
Alphaville,Guardian Angel,Romantic,2021,F,30's,Yes
Alphaville,Headlines,Romantic,2021,F,30's,Yes
Alphaville,Heart Of The Flower,Romantic,2021,F,30's,Yes
Alphaville,Heaven Or Hell,Romantic,2021,F,30's,Yes
Alphaville,Here By Your Side,Romantic,2021,F,30's,Yes
Alphaville,Iron John,Romantic,2021,F,30's,Yes
Alphaville,Ivory Tower,Romantic,2021,F,30's,Yes
Alphaville,Middle Of The Riddle,Romantic,2021,F,30's,Yes
Alphaville,Monkey In The Moon,Romantic,2021,F,30's,Yes
Alphaville,Moon Boy,Romantic,2021,F,30's,Yes
Alphaville,New Horizons,Romantic,2021,F,30's,Yes
Alphaville,Roll Away The Stone,Romantic,2021,F,30's,Yes
Alphaville,Sensations,Romantic,2021,F,30's,Yes
Alphaville,Shadows She Said,Romantic,2021,F,30's,Yes
Alphaville,Ship Of Fools,Romantic,2021,F,30's,Yes
Alphaville,Sister Sun,Romantic,2021,F,30's,Yes
Alphaville,Some People,Romantic,2021,F,30's,Yes
Alphaville,Soul Messiah,Romantic,2021,F,30's,Yes
Alphaville,Sounds Like A Melody,Romantic,2021,F,30's,Yes
Alphaville,Summer In Berlin,Romantic,2021,F,30's,Yes
Alphaville,The Opium Den,Romantic,2021,F,30's,Yes
Alphaville,The Other Side Of You,Romantic,2021,F,30's,Yes
Alphaville,Wishful Thinking,Romantic,2021,F,30's,Yes
America,A Horse With No Name,Romantic,2021,F,30's,Yes
America,Bell Tree,Romantic,2021,F,30's,Yes
America,Can't Fall Asleep To A Lullaby,Romantic,2021,F,30's,Yes
America,Can't You See,Romantic,2021,F,30's,Yes
America,Cast The Spirit,Romantic,2021,F,30's,Yes
America,Catch That Train,Romantic,2021,F,30's,Yes
America,Chasing The Rainbow,Romantic,2021,F,30's,Yes
America,Children,Romantic,2021,F,30's,Yes
America,Christmas In California,Romantic,2021,F,30's,Yes
America,Cinderella,Romantic,2021,F,30's,Yes
America,Clarice,Romantic,2021,F,30's,Yes
America,Close To The Wind,Romantic,2021,F,30's,Yes
America,Company,Romantic,2021,F,30's,Yes
America,Desperate Love,Romantic,2021,F,30's,Yes
America,Don't Cry Baby,Romantic,2021,F,30's,Yes
America,Don't Let It Get You Down,Romantic,2021,F,30's,Yes
America,Down To The Water,Romantic,2021,F,30's,Yes
America,Even The Score,Romantic,2021,F,30's,Yes
America,Foolin',Romantic,2021,F,30's,Yes
America,Garden Of Peace,Romantic,2021,F,30's,Yes
America,Glad To See You,Romantic,2021,F,30's,Yes
America,God Of The Sun,Romantic,2021,F,30's,Yes
America,Golden,Romantic,2021,F,30's,Yes
America,Goodbye,Romantic,2021,F,30's,Yes
America,Goodbye Highway,Romantic,2021,F,30's,Yes
America,Have Yourself A Merry Little Christmas,Jazz,2021,F,30's,Yes
America,Here,Jazz,2021,F,30's,Yes
America,High In The City,Jazz,2021,F,30's,Yes
America,Hope,Jazz,2021,F,30's,Yes
America,In The Country,Jazz,2021,F,30's,Yes
America,In The Sea,Jazz,2021,F,30's,Yes
America,International,Jazz,2021,F,30's,Yes
America,Jet Boy Blue,Jazz,2021,F,30's,Yes
America,Let It Snow,Jazz,2021,F,30's,Yes
America,Letter,Jazz,2021,F,30's,Yes
America,Lonely People,Jazz,2021,F,30's,Yes
America,Love's Worn Out Again,Jazz,2021,F,30's,Yes
America,Mad Dog,Jazz,2021,F,30's,Yes
America,Moon Song,Jazz,2021,F,30's,Yes
America,My Dear,Jazz,2021,F,30's,Yes
America,My Kinda Woman,Jazz,2021,F,30's,Yes
America,Never Be Lonely,Jazz,2021,F,30's,Yes
America,Never Found The Time,Jazz,2021,F,30's,Yes
America,No Fortune,Jazz,2021,F,30's,Yes
America,Old Virginia,Jazz,2021,F,30's,Yes
America,Oloololo,Jazz,2021,F,30's,Yes
America,One Morning,Country,2018,F,30's,Yes
America,Playing God,Country,2018,F,30's,Yes
America,Ports-Of-Call,Country,2018,F,30's,Yes
America,Riverside,Country,2018,F,30's,Yes
America,Saturn Nights,Country,2018,F,30's,Yes
America,Seasons,Country,2018,F,30's,Yes
America,She's A Liar,Country,2018,F,30's,Yes
America,She's Gonna Let You Down,Country,2018,F,30's,Yes
America,Simple Life,Country,2018,F,30's,Yes
America,Sleigh Ride,Country,2018,F,30's,Yes
America,Slow Down,Country,2018,F,30's,Yes
America,Sometimes Lovers,Country,2018,F,30's,Yes
America,Submarine Ladies,Country,2018,F,30's,Yes
America,Take It Easy,Country,2018,F,30's,Yes
America,The Border,Country,2018,F,30's,Yes
America,These Brown Eyes,Country,2018,F,30's,Yes
America,Today's The Day,Country,2018,F,30's,Yes
America,Town And Country,Country,2018,F,30's,Yes
America,Valentine,Country,2018,F,30's,Yes
Amy Grant,A Christmas To Remember,Country,2018,F,30's,Yes
Amy Grant,Abide With Me,Country,2018,F,30's,Yes
Amy Grant,After The Fire,Country,2018,F,30's,Yes
Amy Grant,Ageless Medley,Country,2018,F,30's,Yes
Amy Grant,All I Ever Have To Be,Country,2018,F,30's,Yes
Amy Grant,Baby Baby,Country,2018,F,30's,Yes
Amy Grant,Beautiful Music,Country,2018,F,30's,Yes
Amy Grant,Christmas Can't Be Very Far Away,Country,2018,F,30's,Yes
Amy Grant,Christmas Lullaby,Country,2018,F,30's,Yes
Amy Grant,Do You Remember The Time,Country,2018,F,30's,Yes
Amy Grant,Every Heartbeat,Country,2018,F,30's,Yes
Amy Grant,Father,Country,2018,F,30's,Yes
Amy Grant,Fill Me With Your Love,Country,2018,F,30's,Yes
Amy Grant,I Will Remember You,Country,2018,F,30's,Yes
Amy Grant,If You Have To Go Away,Country,2018,F,30's,Yes
Amy Grant,It's Not A Song,Country,2018,F,30's,Yes
Amy Grant,Jehovah,Country,2018,F,30's,Yes
Amy Grant,Life's Gonna Change,Country,2018,F,30's,Yes
Amy Grant,Mountain Top,Country,2018,F,30's,Yes
Amy Grant,Nobody Home,Country,2018,F,30's,Yes
Amy Grant,Not Giving Up,Country,2018,F,30's,Yes
Amy Grant,Nothing Is Beyond You,Country,2018,F,30's,Yes
Amy Grant,O Little Town,Country,2018,F,30's,Yes
Amy Grant,O Love That Will Not Let Me Go,Country,2018,F,30's,Yes
Amy Grant,"O Master, Let Me Walk With Thee",Country,2018,F,30's,Yes
Amy Grant,O Sacred Head,Folk,2018,F,30's,Yes
Amy Grant,Old Man's Rubble,Folk,2018,F,30's,Yes
Amy Grant,Out In The Open,Folk,2018,F,30's,Yes
Amy Grant,Santa's Reindeer Ride,Folk,2018,F,30's,Yes
Amy Grant,Say Once More,Folk,2018,F,30's,Yes
Amy Grant,So Glad,Folk,2018,F,30's,Yes
Amy Grant,Sweet Will Of God,Folk,2018,F,30's,Yes
Amy Grant,The Power,Folk,2018,F,30's,Yes
Amy Grant,The Things We Do For Love,Folk,2018,F,30's,Yes
Andrea Bocelli,Power Of Love,Folk,2018,F,30's,Yes
Andrea Bocelli,Sogno,Folk,2018,F,30's,Yes
Andrea Bocelli,Someone Like You,Folk,2018,F,30's,Yes
Andrea Bocelli,Voglio Restare Cosi,Folk,2018,F,30's,Yes
Andrea Bocelli,When A Child Is Born,Folk,2018,F,30's,Yes
Andy Williams,A Fool Never Learns,Folk,2018,F,30's,Yes
Andy Williams,Baby Doll,Folk,2018,F,30's,Yes
Andy Williams,Christmas Needs Love To Be Christmas,Folk,2018,F,30's,Yes
Andy Williams,Days Of Wine And Roses,Folk,2018,F,30's,Yes
Andy Williams,Falling In Love With Love,Folk,2018,F,30's,Yes
Andy Williams,I Will Wait For You,Folk,2018,F,30's,Yes
Andy Williams,If I Could Only Go Back Again,Folk,2018,F,30's,Yes
Andy Williams,I'm So Lonesome I Could Cry,Folk,2018,F,30's,Yes
Andy Williams,It's A Most Unusual Day,Folk,2018,F,30's,Yes
Andy Williams,Love Song Of Kalua,Folk,2018,F,30's,Yes
Andy Williams,Love Story,Folk,2018,F,30's,Yes
Andy Williams,May Each Day,Folk,2018,F,30's,Yes
Andy Williams,More Today Than Yesterday,Folk,2018,F,30's,Yes
Andy Williams,My Sweet Lord,Folk,2018,F,30's,Yes
Andy Williams,One Day Of Your Life,Folk,2018,F,30's,Yes
Andy Williams,Quiet Night Of Quiet Stars,Folk,2018,F,30's,Yes
Andy Williams,Say It Isn't So,Folk,2018,F,30's,Yes
Andy Williams,Show Me,Folk,2018,F,30's,Yes
Andy Williams,So Rare,Folk,2018,F,30's,Yes
Andy Williams,Still Under The Weather,Folk,2018,F,30's,Yes
Andy Williams,The Bilbao Song,Folk,2018,F,30's,Yes
Andy Williams,Walk Hand In Hand,Folk,2018,F,30's,Yes
Andy Williams,Where Or When,Folk,2018,F,30's,Yes
Andy Williams,Winter Wonderland,Folk,2018,F,30's,Yes
Andy Williams,Words By Lorenz Hart And Music By Richard Rodgers,Folk,2018,F,30's,Yes
Andy Williams,Wouldn't It Be Loverly,Folk,2018,F,30's,Yes
Andy Williams,Wrong For Each Other,Folk,2018,F,30's,Yes
Andy Williams,You Don't Want My Love,Folk,2018,F,30's,Yes
Annie,Back Together,Folk,2018,F,30's,Yes
Annie,Carring The Banner,Folk,2018,F,30's,Yes
Annie,Heartbeat,Folk,2018,F,30's,Yes
Annie,We Got Annie,Folk,2018,F,30's,Yes
Annie,We'D Like To Thank You,Folk,2018,F,30's,Yes
Ariana Grande,Baby I,Folk,2018,F,30's,Yes
Ariana Grande,Break Free,Folk,2018,F,30's,Yes
Ariana Grande,Direct Contact,Folk,2018,F,30's,Yes
Ariana Grande,Higher,Folk,2018,F,30's,Yes
Ariana Grande,Honeymoon Avenue,Folk,2018,F,30's,Yes
Ariana Grande,Just A Little Bit Of Your Heart,Folk,2018,F,30's,Yes
Ariana Grande,Not Just On Christmas,Folk,2018,F,30's,Yes
Ariana Grande,Pink Champagne,Folk,2018,F,30's,Yes
Ariana Grande,Right There,Folk,2018,F,30's,Yes
Ariana Grande,Why Try,Folk,2018,F,30's,Yes
Ariel Rivera,A Smile In Your Heart,Folk,2018,F,30's,Yes
Ariel Rivera,Both Inlove,Folk,2018,F,30's,Yes
Ariel Rivera,I Don't Love You Anymore (duet With Lea Salonga),Folk,2018,F,30's,Yes
Ariel Rivera,Minamahal Pala Kita,Folk,2018,F,30's,Yes
Arlo Guthrie,All Over The World,Folk,2018,F,30's,Yes
Arlo Guthrie,Anytime,Folk,2018,F,30's,Yes
Arlo Guthrie,Buffalo Skinners,Romantic,2018,F,30's,Yes
Arlo Guthrie,Children Of Abraham,Romantic,2018,F,30's,Yes
Arlo Guthrie,Coming Into Los Angeles,Romantic,2018,F,30's,Yes
Arlo Guthrie,Cowboy Song,Romantic,2018,F,30's,Yes
Arlo Guthrie,Dead Or Alive,Romantic,2018,F,30's,Yes
Arlo Guthrie,Drowning Man,Romantic,2018,F,30's,Yes
Arlo Guthrie,Eli,Romantic,2018,F,30's,Yes
Arlo Guthrie,Evangelina,Romantic,2018,F,30's,Yes
Arlo Guthrie,Every Hand In The Land,Romantic,2018,F,30's,Yes
Arlo Guthrie,Gates Of Eden,Romantic,2018,F,30's,Yes
Arlo Guthrie,Hobo's Lullaby,Romantic,2018,F,30's,Yes
Arlo Guthrie,I Ride On Old Pain,Romantic,2018,F,30's,Yes
Arlo Guthrie,Jacob's Ladder,Romantic,2018,F,30's,No
Arlo Guthrie,Jamaica Farewell,Romantic,2018,F,30's,No
Arlo Guthrie,John Looked Down,Romantic,2018,F,30's,No
Arlo Guthrie,Last Night I Had The Strangest Dream,Romantic,2018,F,30's,No
Arlo Guthrie,Last To Leave,Romantic,2018,F,30's,No
Arlo Guthrie,Last Train,Romantic,2018,F,30's,No
Arlo Guthrie,Lay Down Little Doggies,Romantic,2018,F,30's,No
Arlo Guthrie,Living Like A Legend,Romantic,2018,F,30's,No
Arlo Guthrie,Lord Grenville,Romantic,2018,F,30's,No
Arlo Guthrie,Lovesick Blues,Romantic,2018,F,30's,No
Arlo Guthrie,Manzanillo Bay,Romantic,2018,F,30's,No
Arlo Guthrie,Massachusetts,Romantic,2018,F,30's,No
Arlo Guthrie,Miss The Mississippi And You,Romantic,2018,F,30's,No
Arlo Guthrie,Mystic Journey,Romantic,2018,F,30's,No
Arlo Guthrie,Now And Then,Romantic,2018,F,30's,No
Arlo Guthrie,Oklahoma Hills,Romantic,2018,F,30's,No
Arlo Guthrie,Patriot's Dream,Romantic,2018,F,30's,No
Arlo Guthrie,Percy's Song,Romantic,2018,F,30's,No
Arlo Guthrie,Power Of Love,Romantic,2018,F,30's,No
Arlo Guthrie,Prologue,Romantic,2018,F,30's,No
Arlo Guthrie,Ridin' Down The Canyon,Romantic,2018,F,30's,No
Arlo Guthrie,Sailing Down This Golden River,Romantic,2018,F,30's,No
Arlo Guthrie,Shenandoah,Romantic,2018,F,30's,No
Arlo Guthrie,Somebody Turned On The Light,Romantic,2018,F,30's,No
Arlo Guthrie,Someday,Romantic,2018,F,30's,No
Arlo Guthrie,Telephone,Romantic,2018,F,30's,No
Arlo Guthrie,The Gal I Left Behind,Romantic,2018,F,30's,No
Arlo Guthrie,The Motorcycle Song,Romantic,2018,F,30's,No
Arlo Guthrie,The Motorcycle Song (In Album Arlo),Romantic,2018,F,30's,No
Arlo Guthrie,The Pause Of Mr. Claus,Romantic,2018,F,30's,No
Arlo Guthrie,The Streets Of Laredo,Romantic,2018,F,30's,No
Arlo Guthrie,This Land Is Your Land,Romantic,2018,F,30's,No
Arlo Guthrie,This Troubled Mind Of Mine,Romantic,2018,F,30's,No
Arlo Guthrie,Ukulele Lady,Romantic,2018,F,30's,No
Arlo Guthrie,Uncle Jeff,Romantic,2018,F,30's,No
Arlo Guthrie,Under Cover Of Night,Romantic,2018,F,30's,No
Arlo Guthrie,Unemployment Line,Romantic,2018,F,30's,No
Arlo Guthrie,Utah Carroll,Romantic,2018,F,30's,No
Arlo Guthrie,Victor Jara,Romantic,2018,F,30's,No
Arlo Guthrie,Wheel Of Fortune,Romantic,2018,F,30's,No
Arlo Guthrie,When A Soldier Makes It Home,Romantic,2018,F,30's,No
Arlo Guthrie,When The Cactus Is In Bloom,Romantic,2018,F,30's,No
Arlo Guthrie,When The Ship Comes In,Romantic,2018,F,30's,No
Arlo Guthrie,You And Me,Romantic,2018,F,30's,No
Arrogant Worms,A Man Has Needs,Romantic,2018,F,30's,No
Arrogant Worms,Baby Poo,Romantic,2018,F,30's,No
Arrogant Worms,Big Fat Road Manager,Romantic,2018,F,30's,No
Arrogant Worms,Billy Themepark Shark,Romantic,2018,F,30's,No
Arrogant Worms,Bottle Of Booze,Romantic,2018,F,30's,No
Arrogant Worms,Boy Band,Romantic,2018,F,30's,No
Arrogant Worms,Carrot Juice Is Murder,Romantic,2018,F,30's,No
Arrogant Worms,Celine Dion,Romantic,2018,F,30's,No
Arrogant Worms,Christmas Blues,Romantic,2018,F,30's,No
Arrogant Worms,Christmas Hangover,Romantic,2018,F,30's,No
Arrogant Worms,Christmas In Ignace,Romantic,2018,F,30's,No
Arrogant Worms,Christmas Sucks,Romantic,2018,F,30's,No
Arrogant Worms,Christmas Turkey Blues,Romantic,2018,F,30's,No
Arrogant Worms,Dog Named Bob,Romantic,2018,F,30's,No
Arrogant Worms,Don't Go Into Politics,Romantic,2018,F,30's,No
Arrogant Worms,Drink With Me,Romantic,2018,F,30's,No
Arrogant Worms,Going Hunting,Romantic,2018,F,30's,No
Arrogant Worms,Great To Be A Nerd,Romantic,2018,F,30's,No
Arrogant Worms,Heimlich Maneuver,Romantic,2018,F,30's,No
Arrogant Worms,History Is Made By Stupid People,Romantic,2018,F,30's,No
Arrogant Worms,I Am Cow!!!!,Romantic,2018,F,30's,No
Arrogant Worms,I Pulled My Groin,Romantic,2018,F,30's,No
Arrogant Worms,Jesus' Brother Bob,Romantic,2018,F,30's,No
Arrogant Worms,Kill The Dog Next Door,Romantic,2018,F,30's,No
Arrogant Worms,Login To You,Romantic,2018,F,30's,No
Arrogant Worms,Malcolm,Romantic,2018,F,30's,No
Arrogant Worms,Me Like Hockey!,Romantic,2018,F,30's,No
Arrogant Worms,Mounted Animal Nature Trail,Romantic,2018,F,30's,No
Arrogant Worms,My Voice Is Changing,Romantic,2018,F,30's,No
Arrogant Worms,New Car Smell,Romantic,2018,F,30's,No
Arrogant Worms,"Oh God, I'm Santa Claus",Romantic,2018,F,30's,No
Arrogant Worms,Particle Board,Romantic,2018,F,30's,No
Arrogant Worms,Proud T O Be A Banker,Romantic,2018,F,30's,No
Arrogant Worms,Proud To Be Canadian,Romantic,2018,F,30's,No
Arrogant Worms,Really Scary,Romantic,2018,F,30's,No
Arrogant Worms,Steel Drivin' Man,Romantic,2018,F,30's,No
Arrogant Worms,The Ballad Of Dan,Romantic,2018,F,30's,No
Arrogant Worms,The Golf Song,Romantic,2018,F,30's,No
Arrogant Worms,The Happy Happy Birthday Song,Romantic,2018,F,30's,No
Arrogant Worms,The Monkey Song,Romantic,2018,F,30's,No
Arrogant Worms,The Mountie Song,Romantic,2018,F,30's,No
Arrogant Worms,The War Of 1812,Romantic,2018,F,30's,No
Arrogant Worms,Tv Weather Guy,Romantic,2018,F,30's,No
Avril Lavigne,17,Romantic,2018,F,30's,No
